source,target,weight
A Arthur Capell,Arthur Capell,1
A B Andrew Barton Paterson,Aunt Nora,1
A B Andrew Barton Paterson,Doris Kennedy,1
A B Andrew Barton Paterson,Lady Blunt,1
A B Andrew Barton Paterson,Nora Murray-Prior,1
A B Andrew Barton Paterson,Robert Jocelyn,1
A B Andrew Barton Paterson,Rosa Praed,1
A B Andrew Barton Paterson,nee Lumsdaine,1
A D Alec Derwent Hope,Alex Derwent Hope,1
A D Alec Derwent Hope,David Campbell,1
A D Alec Derwent Hope,David Webster,1
A D Alec Derwent Hope,Douglas Stewart,1
A D Alec Derwent Hope,Fay Zwicky,1
A D Alec Derwent Hope,Francis Webb,1
A D Alec Derwent Hope,Geoffrey Dutton,1
A D Alec Derwent Hope,George Johnston,1
A D Alec Derwent Hope,Gwen Harwood,1
A D Alec Derwent Hope,Hilary Webster,1
A D Alec Derwent Hope,James McAuley,1
A D Alec Derwent Hope,Joy Hooton,1
A D Alec Derwent Hope,Judith Wright,1
A D Alec Derwent Hope,Keith Hancock,1
A D Alec Derwent Hope,Kenneth Slessor,1
A D Alec Derwent Hope,Nettie Palmer,1
A D Alec Derwent Hope,Norman Lindsay,1
A D Alec Derwent Hope,Patrick White,1
A D Alec Derwent Hope,Robert FitzGerald,1
A D Alec Derwent Hope,Rosemary Dobson,1
A D Alec Derwent Hope,Terese Simpson,1
A D Andrew David Spaull,James Dedman,1
A D Andrew David Spaull,John Dedman,2
A D Andrew David Spaull,Mary Johnstone,1
A E Melville,Douglas Copland,1
A E Melville,Eileen Giblin,1
A E Melville,J.M. Garland,1
A E Melville,L.F. Giblin,1
A E Melville,Tony Melville,1
A F Alice F Strudwick,Alice Strudwick,1
A F Alice F Strudwick,J. Holder,1
A F Alice F Strudwick,Jack Holder,1
A G Alfred George Collector Stephens,A. G. Stephens,1
A G Alfred George Collector Stephens,A. H. Adams,1
A G Alfred George Collector Stephens,B. H. Boake,1
A G Alfred George Collector Stephens,B. R. Wise,1
A G Alfred George Collector Stephens,C. Colles,1
A G Alfred George Collector Stephens,C. Firth-Pettinger,1
A G Alfred George Collector Stephens,C. H. Souter,1
A G Alfred George Collector Stephens,C. J. Dennis,1
A G Alfred George Collector Stephens,D. F. McCrae,1
A G Alfred George Collector Stephens,D. H. Souter,1
A G Alfred George Collector Stephens,D. M. Wright,1
A G Alfred George Collector Stephens,E. Budge,1
A G Alfred George Collector Stephens,E. Dyson,1
A G Alfred George Collector Stephens,F. Morton,1
A G Alfred George Collector Stephens,G. F. Cumine,1
A G Alfred George Collector Stephens,G. G. McCrae,1
A G Alfred George Collector Stephens,G. Hall,1
A G Alfred George Collector Stephens,G. Innes,1
A G Alfred George Collector Stephens,H. Lawson,1
A G Alfred George Collector Stephens,H. McCrae,1
A G Alfred George Collector Stephens,J. A. Allen,1
A G Alfred George Collector Stephens,J. Hebblethwaite,1
A G Alfred George Collector Stephens,J. L. Webb,1
A G Alfred George Collector Stephens,J. S. Neilson,1
A G Alfred George Collector Stephens,L. Esson,1
A G Alfred George Collector Stephens,L. Fisher,1
A G Alfred George Collector Stephens,L. Stone,1
A G Alfred George Collector Stephens,M. Clarke Jr,1
A G Alfred George Collector Stephens,M. Gilmore,1
A G Alfred George Collector Stephens,M. Pitt,1
A G Alfred George Collector Stephens,N. Campbell,1
A G Alfred George Collector Stephens,N. Murdoch,1
A G Alfred George Collector Stephens,O. Hogue,1
A G Alfred George Collector Stephens,R. Bedford,1
A G Alfred George Collector Stephens,R. J. Cassidy,1
A G Alfred George Collector Stephens,R. Kaleski,1
A G Alfred George Collector Stephens,R. Quinn,1
A G Alfred George Collector Stephens,T. H. Wilkinson,1
A G Alfred George Collector Stephens,V. Daley,1
A G Alfred George Collector Stephens,V. Palmer,1
A G Alfred George Collector Stephens,W. Farrer,1
A G Alfred George Collector Stephens,W. Lawson,1
A G Alfred George Collector Stephens,W. M. Whitney,1
A G Alfred George Collector Stephens,W. Ogilvie,1
A G Alfred George Stephens,A.G. Stephens,1
A G Alfred George Stephens,Dora Wilcox,1
A G Alfred George Stephens,Harry Chaplin,2
A G Alfred George Stephens,Hugh McCrae,1
A G Alfred George Stephens,Mary Gilmore,1
A G Alfred George Stephens,Norman Lindsay,1
A G Alfred George Stephens,Vance Palmer,1
A Grove Arthur Grove Day,C. Christesen,1
A Grove Arthur Grove Day,Douglas Stewart,1
A Grove Arthur Grove Day,Eleanor Dark,1
A Grove Arthur Grove Day,Henry Stokes,1
A Grove Arthur Grove Day,Hugh Anderson,1
A Grove Arthur Grove Day,Joseph Jones,1
A Grove Arthur Grove Day,R.G. Howarth,1
A Grove Arthur Grove Day,Robert D. FitzGerald,1
A Grove Arthur Grove Day,T. Inglis Moore,1
A James Anthony James Hammerton,Alistair Thomson,1
A James Anthony James Hammerton,Anthony James,1
A James Anthony James Hammerton,Jim Hammerton,1
A L Alan Lindsey McLeod,Alan Lindsey McLeod,1
A L Alan Lindsey McLeod,Alan McLeod,1
A L Alan Lindsey McLeod,Patrick White,1
A P Allan Percy Fleming,Allan Percy Fleming,1
A P Allan Percy Fleming,Bjorn Tell,1
A P Allan Percy Fleming,David Horner,1
A P Allan Percy Fleming,Frank Berryman,1
A P Allan Percy Fleming,H. Phillip Braddock,1
A P Allan Percy Fleming,Harold White,1
A P Allan Percy Fleming,Harold Williams,1
A P Allan Percy Fleming,Hillas Maclean,1
A P Allan Percy Fleming,Jean Whyte,1
A P Allan Percy Fleming,John Balfe,1
A P Allan Percy Fleming,John McEwen,1
A P Allan Percy Fleming,Magnus Cormack,1
A P Allan Percy Fleming,Niel Manton,1
A P Allan Percy Fleming,Peirre Hutton,1
A P Allan Percy Fleming,Peter Ryan,1
A P Allan Percy Fleming,Roland Griffiths-Marsh,1
A P Allan Percy Fleming,Warren Horton,1
A S Anthony Sylvester Luchetti,H. H. Mansell,1
A S Anthony Sylvester Luchetti,J. B. Chifley,1
A S Anthony Sylvester Luchetti,S. Bird,1
A T Bolton,Alec Bolton,1
A T Bolton,Barbara Hanrahan,1
A T Bolton,Christina Stead,1
A T Bolton,David Campbell,1
A T Bolton,Dorothy Auchterlonie,1
A T Bolton,Douglas Stewart,1
A T Bolton,Francis Webb,1
A T Bolton,Harold Stewart,1
A T Bolton,J.R. Rowland,1
A T Bolton,James McAuley,1
A T Bolton,Les Murray,1
A T Bolton,Manning Clark,1
A T Bolton,Margaret Cohen,1
A T Bolton,Officina Brindabella,1
A T Bolton,Philip Moad,1
A T Bolton,Robin Tait,1
A T Bolton,Robin Wallace-Crabbe,1
A T Bolton,Rosalind Atkins,1
A T Bolton,Rosemary Dobson,1
A T Bolton,Ure Smith,1
Adelaide Lubbock,Dr Thomson,1
Adelaide Lubbock,Owen Stanley,1
Adelaide Lubbock,Thomas Huxley,1
Adriana Delprat,Alison McEwin,1
Adriana Delprat,David Campbell,1
Aeneas Mrs Gunn,Aeneas Gunn,1
Aeneas Mrs Gunn,C. Price Conigrave,1
Aeneas Mrs Gunn,Constable Reed,1
Aeneas Mrs Gunn,H.H. Bryant,1
Aeneas Mrs Gunn,Henry Leahany,1
Aeneas Mrs Gunn,Henry V. Packham,1
Aeneas Mrs Gunn,Jack McLeod,1
Aeneas Mrs Gunn,Jock McCarthy,1
Aeneas Mrs Gunn,John McLennan,1
Aeneas Mrs Gunn,M. Millar,1
Aeneas Mrs Gunn,Mrs Dolly Bensen,1
Aeneas Mrs Gunn,Mrs Gunn,1
Aeneas Mrs Gunn,Thomas A. Pearce,1
Aeneas Mrs Gunn,W. Baldwin Spencer,1
Aeneas Mrs Gunn,William Neaves,1
Aileen Palmer,C. Jollie-Smith,1
Aileen Palmer,Daughter of,1
Aileen Palmer,David Martin,1
Aileen Palmer,Edith Young,1
Aileen Palmer,Eleanor Dark,1
Aileen Palmer,Eric Westbrook,1
Aileen Palmer,Flora Edlershaw,1
Aileen Palmer,Frank Dalby Davison,1
Aileen Palmer,Guido Baracchi,1
Aileen Palmer,Helen Palmer,1
Aileen Palmer,Jessie Macleod,1
Aileen Palmer,Katharine Susannah Prichard,1
Aileen Palmer,Lesbia Harford,1
Aileen Palmer,Lorraine Salmon,1
Aileen Palmer,Mrs Thora Craig,1
Aileen Palmer,Nettie Palmer,1
Aileen Palmer,Stephen Murray-Smith,1
Alan Alan Douglas Reid,V. Notebooks,1
Alan D Alan Durward Mickle,Eugene O'Neill,1
Alan Frost,Arthur Phillip,1
Alan Frost,Botany Bay,1
Alan Gould,Alan David Gould,1
Alan Gould,Alan Gould,1
Alan Gould,Alan Wearne,1
Alan Gould,Andrew Lansdowne,1
Alan Gould,Bronwen Levy,1
Alan Gould,David Brooks,1
Alan Gould,Geoff Page,1
Alan Gould,Harper Collins,1
Alan Gould,Jack Hibberd,1
Alan Gould,Jonathan Persse,1
Alan Gould,Jordie Albiston,1
Alan Gould,Kate Llewellyn,1
Alan Gould,Leonie Kramer,1
Alan Gould,Les Murray,1
Alan Gould,Mark O'Connor,1
Alan Gould,Michael Thwaites,1
Alan Gould,Nicholas Hasluck,1
Alan Gould,Paul Kane,1
Alan Gould,Philip Mead,1
Alan Gould,Stephen McInerney,1
Alan Holgate,Alan Holgate,1
Alan Holgate,Geoff Taplin,1
Alan Holgate,J. Thomas,1
Alan Holgate,John Monash,1
Alan Marshall,Alan Marshall,1
Alan Marshall,Bert Vickers,1
Alan Marshall,Cathy Marshall,1
Alan Marshall,Clea Stowell,1
Alan Marshall,David Martin,1
Alan Marshall,Edward Hardinge,1
Alan Marshall,Flexmore Hudson,1
Alan Marshall,Frank Dalby Davison,1
Alan Marshall,Frank Hardy,1
Alan Marshall,Frank Huelin,1
Alan Marshall,Gwen Hardisty,1
Alan Marshall,Hal Porter,1
Alan Marshall,Jim Smith,1
Alan Marshall,John Morrison,1
Alan Marshall,Joy Frayne,1
Alan Marshall,Judah Waten,1
Alan Marshall,Judith Wright,1
Alan Marshall,Katrina Holland,1
Alan Marshall,Ken Dallas,1
Alan Marshall,Mary Gilmore,1
Alan Marshall,Mrs Henry,1
Alan Marshall,Nettie Palmer,1
Alan Marshall,Ora Wannan,1
Alan Marshall,Robert Close,1
Alan Marshall,Ron Tullipan,1
Alan Marshall,Rosemary Adams,1
Alan Marshall,Ruth Mangan,1
Alan Marshall,Stephen Murray-Smith,1
Alan Marshall,Thelma Hartley,1
Alan Marshall,Thelma Henry,1
Alan Moorehead,Alan McCrae Moorehead,1
Alan Moorehead,Alan Moorehead,1
Alan Moorehead,Ivan Page,1
Alan Moorehead,Liaison Officer,1
Alan Moorehead,Lucy Moorehead,1
Alan Seymour,Alan Seymour,1
Alan Seymour,Brandon Lunney,1
Alan Seymour,Gillian Armstrong,1
Alan Seymour,Katharine Brisbane,1
Alan Seymour,Laurence Collinson,1
Alan Seymour,MS Acc01.037,1
Alan Seymour,MS Acc03.133,1
Alan Seymour,Margaret Fink,1
Alan Seymour,Michael Thornbill,1
Alan Seymour,Ron Baddeley,1
Alan Seymour,Shiela Geddes,1
Alan Seymour,Sumner Locke Elliot,1
Alan Shadwick,Cecil Roberts,1
Alan Shadwick,J. R. Glorney Bolton,1
Alan Shadwick,Martin Boyd,1
Alan Sir Watt,Alan Stewart Watt,1
Alan Sir Watt,Alan Watt,1
Alan Sir Watt,John D.L. Hood,1
Alan Sir Watt,Lady Mildred Watt,1
Alan Sir Watt,Lady Watt,1
Alan Sir Watt,Mary Watt,1
Alan Sir Watt,Peter James Vallack Watt,1
Alan Sir Watt,Robert F. Randle,1
Alan Sir Watt,W.R. Hodgson,1
Alan Villiers,Charles Darwin,1
Alan Villiers,Francis Drake,1
Alan Villiers,James Cook,1
Alan Villiers,Joseph Conrad,1
Albie Thoms,Adrian Rawlins,1
Albie Thoms,Aggie Read,1
Albie Thoms,Andrew Pike,1
Albie Thoms,Bruce Beresford,1
Albie Thoms,Christine Hill,1
Albie Thoms,Corinne Cantrill,1
Albie Thoms,David Elfick,1
Albie Thoms,Don Maynard,1
Albie Thoms,Jim Anderson,1
Albie Thoms,John Hoddinott,1
Albie Thoms,Martin Sharp,1
Albie Thoms,Phillip Noyce,1
Albie Thoms,Richard Neville,1
Albie Thoms,Vincent Buckley,1
Alec Bagot,George Selth Coppin,1
Alec H Alec Hugh Chisholm,Bertha Banfield,1
Alec H Alec Hugh Chisholm,E.J. Banfield,1
Alexander Buzo,Alexander John,1
Alexander Buzo,Bruce Mason,1
Alexander Buzo,Charles Dickens',1
Alexander Buzo,Coralie Lansdowne,1
Alexander Buzo,David Hare,1
Alexander Buzo,Diana Day,1
Alexander Buzo,Geoffrey Dutton,1
Alexander Buzo,Harold Pinter,1
Alexander Buzo,Harry Allway,1
Alexander Buzo,Jack Hibberd,1
Alexander Buzo,John Tranter,1
Alexander Buzo,Jonathon Hales,1
Alexander Buzo,Kathy Lette,1
Alexander Buzo,Louis Nowra,1
Alexander Buzo,Makassar Reef,1
Alexander Buzo,Michael Costigan,1
Alexander Buzo,Ned Kelly,1
Alexander Buzo,Peter Corris,1
Alexander Buzo,Ray Lawler,1
Alexander Buzo,Robert Quentin,1
Alexander Buzo,Robin Lovejoy,1
Alexander Buzo,Roger Milliss,1
Alexander Buzo,Sandy Gore,1
Alexander Buzo,Stephen Murray-Smith,1
Alexander Buzo,Valerie Lawson,1
Alexander Craig,R. A. Simpson,1
Alexander Craig,Twelve Poets,1
Alexander Wilson,Keith Murdoch,1
Alfred Deakin,Archibald Marshall,1
Alison Broinowski,Alfred W. McCoy,1
Alison Broinowski,Bill Hayden,1
Alison Broinowski,Carolina de Waart,1
Alison Broinowski,Christopher Koch,1
Alison Broinowski,David Marr,1
Alison Broinowski,Don'o Kim,1
Alison Broinowski,Erland H. Heginbotham,1
Alison Broinowski,Gregory Clark,1
Alison Broinowski,Harold Williams,1
Alison Broinowski,Heja Chong,1
Alison Broinowski,Henry Albinski,1
Alison Broinowski,James Wilkinson,1
Alison Broinowski,Jim Angel,1
Alison Broinowski,John Trotter,1
Alison Broinowski,John Wolseley,1
Alison Broinowski,Mark O'Connor,1
Alison Broinowski,Martin Sharp,1
Alison Broinowski,Michael Costigan,1
Alison Broinowski,Nicholas Jose,1
Alison Broinowski,Peter Rushford,1
Alison Broinowski,Peter Sculthorpe,1
Alison Broinowski,R.F. Brissenden,1
Alison Broinowski,Richard Woolcott,1
Alison Broinowski,Rick Thompson,1
Alison Broinowski,Solrun Hoaas,1
Alison Broinowski,Stephen Fitzgerald,1
Alison Broinowski,Thea Astley,1
Alison Broinowski,Tim Bowden,1
Alison Broinowski,Vincent Plush,1
Alison Broinowski,Yasmine Gooneratne,1
Allan Aldous,Allan Charles Aldous,2
Allan Aldous,Charles Hadfield,1
Allan Aldous,James Agate,1
Allan Aldous,James Parish,1
Allan Aldous,Margaret Crosland,1
Allan Aldous,Nevil Shute,1
Allan Aldous,Vivien Leigh,1
Allan Aldous,Walter Murdoch,1
Allan Scarfe,Alex Sheppard,1
Allan Scarfe,Allan John,2
Allan Scarfe,Gilbert Giles Roper,1
Allan Scarfe,Jershua Braddon,1
Allan Scarfe,Percy Brookfield,1
Allan Scarfe,S.N. Ray,1
Allan Scarfe,Wendy Elizabeth Scarfe,2
Allan Scarfe,Wendy Scarfe,2
Allan Scarfe,William Sheppard,1
Amirah Inglis,Itzhak Gust,1
Amirah Inglis,Joseph Furphy,1
Amirah Inglis,Ken Inglis,1
Amirah Inglis,MS Acc08.111,1
Amirah Inglis,Manning Clark,1
Andras Dezsery,Harc az egerrel,1
Andrew Fabinyi,Dr Fabinyi,1
Andrew Taylor,Andrew McDonald Taylor,1
Andrew Taylor,Roger McDonald,1
Ann Moyal,Ann Moyal,1
Ann Moyal,Ann Veronica Hurley,1
Ann Moyal,Cecily Gibson,1
Ann Moyal,Centenary Medal,1
Ann Moyal,Don Lamberton,1
Ann Moyal,Earle Page,1
Ann Moyal,Everest Mozley,1
Ann Moyal,Frank Fenner,1
Ann Moyal,Jose Moyal,1
Ann Moyal,Keith Hancock,1
Ann Moyal,Manning Clark,1
Ann Moyal,Maverick mathematician,1
Ann Moyal,Michael Cousins,1
Ann Moyal,W.B. Clarke,1
Ann Moyal,Winston Churchill,1
Ann Sophia Catherine Cameron,Ann Sophia,1
Ann Sophia Catherine Cameron,Catherine Cameron,1
Ann Turner,Ann Barnard,1
Ann Turner,Ann Turner,1
Ann Turner,Anthony Hunter Terry,1
Ann Turner,Charlotte Barnard,1
Ann Turner,Harry Pollitt,1
Ann Turner,James Runcie,1
Ann Turner,John Dademo Waiko,1
Ann Turner,Michael Terry,1
Ann Turner,Robert Samuel Ross,1
Ann Turner,Tom Mann,1
Ann Turner,William Paisley Earsman,1
Anne Deveson,Anne Deveson,1
Anne Edgeworth,Anne Godfrey-Smith,1
Anne Edgeworth,Canberra Repertory Society,1
Anne Edgeworth,Christopher Power,1
Anne Gollan,Jan Simmonds,1
Anne Gollan,Kevin Simmonds,1
Anne Summers,Adela Pankhurst Walsh,1
Anne Summers,Andrew Peacock,1
Anne Summers,Ann Curthoys,1
Anne Summers,Anne Fairhurst Summers,1
Anne Summers,Anne Summers',1
Anne Summers,Barbara Eden,1
Anne Summers,Bert Newton,1
Anne Summers,Bob Hawke,1
Anne Summers,Caroline Chisholm,1
Anne Summers,Eileen Cooper,1
Anne Summers,Electoral Lobby,1
Anne Summers,George Negus,1
Anne Summers,Henry Mayer,1
Anne Summers,Joan Sutherland,1
Anne Summers,John Singleton,1
Anne Summers,MS Acc17.019,1
Anne Summers,MS Acc17.127,1
Anne Summers,Melanie Beresford,1
Anne Summers,Paul Keating,1
Anne Summers,Penguin Books,1
Anne Summers,Ray Martin,1
Anne Summers,Richard Bonynge,1
Anne Summers,Sandra Willson,1
Anne Summers,William Yang,1
Anne Von Bertouch,Anne Catherine von Bertouch,1
Anne Von Bertouch,Anne von Bertouch,1
Anne Von Bertouch,Centenary Medal,1
Anne Von Bertouch,Donald Friend,1
Anne Von Bertouch,Guy Boyd,1
Anne Von Bertouch,Noel Counihan,1
Anne Von Bertouch,Von Bertouch,1
Anne Von Bertouch,von Bertouch,2
Anthony Hill,Anthony Hill,1
Anthony Hill,Bill Hayden,1
Anthony Hill,Max Harris,1
Anthony Hill,Rosemary Creswell,1
Anthony Hill,William Deane,1
Anthony J Hassall,Anthony ‘Tony’ Hassall,1
Anthony J Hassall,Charlie Mower,1
Anthony J Hassall,Harvill Secker,1
Anthony J Hassall,Matthew Lamb,1
Anthony J Hassall,Randolph Stow,1
Anthony J Hassall,William Heinemann,1
Anthony Lawrence,Awards - Kenneth Slessor Prize for Poetry,1
Anthony Lawrence,Barry Oakley,1
Anthony Lawrence,David Reiter,1
Anthony Lawrence,Heather Cam,1
Anthony Lawrence,Judith Rodriguez,1
Anthony Lawrence,Judith Wright Calanthe Award,1
Anthony Lawrence,Michael Dargaville,1
Anthony Lawrence,Paul Hetherington,1
Anthony Lawrence,Paul Kavanagh,1
Anthony Lawrence,Philip Mead,1
Anthony Lawrence,Ron Simpson,1
Anthony Thwaite,Ann Thwaite,1
Anthony Thwaite,Christine Porter,1
Anthony Thwaite,Peter Porter,1
Antonio Casella,Gough Whitlam,1
Antonio Casella,Katya Public Relations,1
Antonio Casella,Philip Adams,1
Antonio Casella,Veronica Brady,1
Arthur Arthur Patrick Murphy,Arthur Murphy,1
Arthur Arthur Patrick Murphy,Gwen Harwood,1
Arthur Arthur Patrick Murphy,R.G. Howarth,1
Arthur Arthur Patrick Murphy,Rex Ingamells,1
Arthur Arthur Patrick Murphy,Roland Robinson,1
Arthur Arthur Patrick Murphy,William Hart-Smith,1
Arthur George Sir Stephenson,Arthur G. Stephenson Award,1
Arthur George Sir Stephenson,Arthur George Stephenson,2
Arthur George Sir Stephenson,Arthur Stephenson,3
Arthur George Sir Stephenson,Donald Keith,1
Arthur George Sir Stephenson,Melbourne Grammar,1
Arthur George Sir Stephenson,Turner Sydney,1
Arthur Groom,Romeo Lahey,1
Arthur Groom,Rosabelle Downs,1
Arthur Groom,Susan Grace Lambert,1
Arthur W Arthur William Upfield,Francis Cobbold,1
Arthur W Arthur William Upfield,Francis Edward Cobbold,1
Arundell Del Re,Del Re,1
Australian National University Postwar reconstruction seminar,Alan Renouf,1
Australian National University Postwar reconstruction seminar,Andrew Marcus,1
Australian National University Postwar reconstruction seminar,Anne Summers,1
Australian National University Postwar reconstruction seminar,Clem Lloyd,1
Australian National University Postwar reconstruction seminar,F.H. Gruen,1
Australian National University Postwar reconstruction seminar,G. Firth,1
Australian National University Postwar reconstruction seminar,"Robin ""Bob"" Gollan",1
Australian National University Postwar reconstruction seminar,Robin Gollan,1
Australian Publishers Association,Book Bounty,1
Australian Society of Authors,C.B. Christesen,1
Australian Society of Authors,David Williamson,1
Australian Society of Authors,Dymphna Cusack,1
Australian Society of Authors,Frank Watts,1
Australian Society of Authors,Geoffrey Dutton,1
Australian Society of Authors,J. Hellyer,1
Australian Society of Authors,J.M. Douglas Pringle,1
Australian Society of Authors,K.S. Prichard,1
Australian Society of Authors,Keith Ewers,1
Australian Society of Authors,Kylie Tennant,1
Australian Society of Authors,MS Acc01.218,1
Australian Society of Authors,Morris West,1
Australian Society of Authors,Nettie Palmer,1
Australian Society of Authors,Nikolai Miklouho-Maclay,1
Australian Society of Authors,Patrick White,1
Australian Society of Authors,Peter Carey,1
Australian Society of Authors,T. Inglis Moore,1
Australian Society of Authors,Xavier Herbert,2
Australian Writers Guild,Beatrix Christian,1
Australian Writers Guild,Bob Herbert,1
Australian Writers Guild,David Allen,1
Australian Writers Guild,Giordano Bruno,1
Australian Writers Guild,Josie Composto Eberhard,1
Australian Writers Guild,Julia Britton,1
Australian Writers Guild,Justin Monjo,1
Australian Writers Guild,MS Acc99.228,1
Australian Writers Guild,Miles Franklin,1
Australian Writers Guild,Paul Brown,1
Australian Writers Guild,Richard Roxburgh,1
Australian Writers Guild,Robert Deller,1
Australian Writers Guild,Ron Elisha,1
Aviva Layton,Bob Cumming,1
Aviva Layton,Harry Hooton,1
Aviva Layton,Margaret Elliot,1
Axel Clark,A.R. Chisholm,1
Axel Clark,Axel Clark,1
Axel Clark,Betty Caplan,1
Axel Clark,Christopher Brennan,1
Axel Clark,Dymphna Clark,1
Axel Clark,Frank Engel,1
Axel Clark,Helen Garner,1
Axel Clark,Henry Handel Richardson,1
Axel Clark,Jane Carnegie,1
Axel Clark,MS Acc11.079,1
Axel Poignant,Brighton Art Gallery,1
Axel Poignant,Roslyn Poignant,1
B Mrs McLachlan,Bill Thompson,1
B Mrs McLachlan,Kylie Tennant,1
B R Bertram Ronald Whiting,Bridget Bolland,1
B R Bertram Ronald Whiting,Christopher Fry,1
B R Bertram Ronald Whiting,Ernest Whiting,1
B R Bertram Ronald Whiting,Geoffrey Fairbairn,1
B R Bertram Ronald Whiting,George Macbeth,1
B R Bertram Ronald Whiting,Gladys Collins,1
B R Bertram Ronald Whiting,Henry Moore,1
B R Bertram Ronald Whiting,John Huston,1
B R Bertram Ronald Whiting,John Whiting,1
B R Bertram Ronald Whiting,Jon Stallworthy,1
B R Bertram Ronald Whiting,Lorraine Fraser,1
B R Bertram Ronald Whiting,Lorraine Whiting,1
B R Bertram Ronald Whiting,Malcolm Fraser,1
B R Bertram Ronald Whiting,Mark Rothko,1
B R Bertram Ronald Whiting,Mrs J. Neville Fraser,1
B R Bertram Ronald Whiting,Peter Finch,1
B R Bertram Ronald Whiting,R.G. Casey,1
B R Bertram Ronald Whiting,Robert Motherwell,1
B R Bertram Ronald Whiting,Stanley Moss,1
B S Baxter Cook,B.S. Baxter Cook,1
B S Baxter Cook,Baxter Cook,1
B S Baxter Cook,Bertie Stuart Baxter Cook,2
Barbara Baynton,Alexander Hay Frater,1
Barbara Baynton,Barbara Janet Ainsleigh Kilpatrick,1
Barbara Baynton,Ethel Curlewis,1
Barbara Baynton,"Jo"" Gullett",1
Barbara Baynton,Lady Headley,1
Barbara Baynton,Lady Penelope Gullett,1
Barbara Baynton,Thomas Baynton,1
Barbara Blackman,Charles Blackman,2
Barbara Blackman,Felicity St John Moore,1
Barbara Blackman,Judith Wright,2
Barbara Gibbons,John Meredith,1
Barbara Hanrahan,Annie Magda,1
Barbara Hanrahan,Craig Munro,1
Barbara Hanrahan,Dale Spencer,1
Barbara Hanrahan,Geoffrey Dutton,1
Barbara Hanrahan,Leslie Anderson,1
Barbara Hanrahan,Merril Yule,1
Barbara Hanrahan,Murray Pollinger,1
Barbara Hanrahan,Tim Curnow,1
Barbara Hanrahan,Verity Laughton,1
Barbara Perry,Jack Arden,1
Barbara Perry,Rosemary Dobson,1
Barbara Thorn,Ernest Burgmann,1
Barbara Thorn,Peter Hempenstall,1
Barbara or Ross,Barbara Ross,1
Barry Hill,T.G.H. Strehlow,1
Barry Hill,William Buckley,1
Barry Oakley,A.T. Bolton,1
Barry Oakley,Amy Witting,1
Barry Oakley,Barry Dickens,1
Barry Oakley,Barry Kingham Oakley,1
Barry Oakley,Bill Hannan,1
Barry Oakley,Bill Leak,1
Barry Oakley,Bob Ellis,1
Barry Oakley,Craig McGregor,1
Barry Oakley,Daniel Mannix,1
Barry Oakley,David Allen,1
Barry Oakley,David Ireland,1
Barry Oakley,David Martin,1
Barry Oakley,David Williamson,1
Barry Oakley,Desmond O'Grady,1
Barry Oakley,Eugene Flockhart,1
Barry Oakley,Fay Zwicky,1
Barry Oakley,Frank Moorhouse,1
Barry Oakley,Gerald Murnane,1
Barry Oakley,Graeme Blundell,1
Barry Oakley,Jack Carmody,1
Barry Oakley,Jack Hibberd,1
Barry Oakley,John Tranter,1
Barry Oakley,Katharine Brisbane,1
Barry Oakley,Michael Sharkey,1
Barry Oakley,Morris Lurie,1
Barry Oakley,Murray Bail,1
Barry Oakley,Peter Slezak,1
Barry Oakley,Richard Hughes,1
Barry Oakley,Susan Kurosawa,1
Barry Oakley,Thea Astley,1
Barry Oakley,Vincent Buckley,1
Basil Thomson,Basil Home,2
Basil Thomson,Basil Thomson,1
Basil Thomson,Charles Mitchell,1
Basil Thomson,Charles O. Waterhouse,1
Basil Thomson,Dartmoor Gaol,2
Basil Thomson,Fred P. Litchfield,1
Basil Thomson,Grace Thomson,1
Basil Thomson,James Stewart,1
Basil Thomson,John Thurston,1
Basil Thomson,Lady Knutsford,1
Basil Thomson,Lorimer Fison,1
Basil Thomson,Robert Herbert,1
Basil Thomson,Robert Meade,1
Basil Thomson,Sarah Lyttelton,1
Basil Thomson,William MacGregor,2
Basil Thomson,William Macgregor,1
Basil Thomson,William Thomson,1
Beatrice Davis,Beatrice Davis',1
Beatrice Davis,Hal Porter,1
Beatrice Davis,Thomas Nelson Publishing House,1
Beatrice Davis,Xavier Herbert,1
Beatrice Macdonald,Douglas Macdonald,1
Beatrice Macdonald,Dr L. A. Pilotti,1
Beatrice Macdonald,F. W. Thring,1
Beatrice Macdonald,G. B. D. Macdonald,1
Beatrice Macdonald,George Bothwell,1
Beatrice Macdonald,James McGirr,1
Beatrice Macdonald,Lady MacDonald,1
Beatrice Macdonald,Lilian C. Barker,1
Beatrice Macdonald,Mr H. V. Davies,1
Beatrice Macdonald,Mrs Beatrice Blanche Macdonald,1
Beatrice Macdonald,Mrs Macdonald,1
Beatrice Macdonald,N. Macdonald,1
Beatrice Macdonald,Norman Macdonald,1
Beatrice Macdonald,Norman R. L. Macdonald,1
Beatrice Macdonald,Russell G. Smith,1
Beaumont approximately Smith,A.G. Martin,1
Beaumont approximately Smith,Ada Ward,1
Beaumont approximately Smith,Beaumont Smith,1
Beaumont approximately Smith,J.F. Archibald,1
Beaumont approximately Smith,Jerome K. Jerome,1
Beaumont approximately Smith,John Kendrick Bangs,1
Beaumont approximately Smith,Nellie Stewart,1
Beaumont approximately Smith,Rod Quinn,1
Bernard Cronin,A.A. Calwell,1
Bernard Cronin,Bernard Charles Cronin,1
